Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Supplier Name,Supplier Contact,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Availability (Online/Store),Minimum Order Quantity,Return Policy,Seasonal Product,Supplier Location,Manufacturing Process,Product Ratings,Product Images
BZUVJ5EV,Monitor,Electronics,Product_TNH5H,301.62,76,Supplier_1DK,1OUFV@supplier.com,1,7x12x11 cm,2023-01-01,2026-01-01,PHC9ZT,"W2H,0EY",Green/Large,Online,3,Exchange Only,Yes,Location_Y5K9K,Automated,3,img_N9HOR.jpg
B0BF9TV9,Smartphone,Home Appliances,Product_P3LUV,93.88,64,Supplier_51N,XLK7O@supplier.com,1,20x10x19 cm,2023-01-01,2024-01-01,FD7Q9N,"Z3R,W4A",Blue/Medium,Online,5,Exchange Only,No,Location_EHK5Z,Automated,2,img_M9HLJ.jpg
JGDEPMUZ,Headphones,Home Appliances,Product_2C0XJ,388.03,71,Supplier_TCK,C5X0L@supplier.com,2,18x11x18 cm,2023-01-01,2025-01-01,Y5FA5H,"NRL,TMH",Blue/Medium,Online,1,Exchange Only,Yes,Location_4K9MB,Manual,1,img_EHEUH.jpg
JAFMFWTU,Smartphone,Clothing,Product_CO9TO,442.16,88,Supplier_HFL,DURQQ@supplier.com,2,11x16x15 cm,2023-07-30,2026-01-01,54E5X8,"SJD,W8N",Green/Large,Both,1,No Returns,No,Location_2FJ3K,Automated,1,img_ZQ1QA.jpg
64UEW8MG,Headphones,Home Appliances,Product_0AGSR,355.28,86,Supplier_6NJ,7SQ31@supplier.com,3,9x20x7 cm,2023-01-01,2026-01-01,32UXPP,"IGA,5VW",Red/Small,Both,5,No Returns,Yes,Location_W9HOW,Manual,5,img_KLO6V.jpg
JR8QAYJ8,Smartphone,Home Appliances,Product_I70KQ,470.46,91,Supplier_UMN,WXV6B@supplier.com,3,16x15x9 cm,2023-07-30,2026-01-01,7A7Q6Q,"Q9N,DWC",Red/Small,Online,4,30 Days,Yes,Location_DI6GU,Automated,5,img_81DET.jpg
J4LN7JZF,Smartphone,Home Appliances,Product_FVQ38,473.65,68,Supplier_4Q0,CAHQR@supplier.com,1,6x5x15 cm,2023-07-30,2026-01-01,DQYYXH,"6IF,QA2",Blue/Medium,Both,5,Exchange Only,No,Location_QSLCF,Manual,5,img_PUUA8.jpg
2TKZHYBP,Monitor,Home Appliances,Product_X3PJC,396.44,86,Supplier_KTQ,5DHWL@supplier.com,3,7x5x13 cm,2023-07-30,2026-01-01,63II8Z,"5SC,2WZ",Red/Small,Store,2,30 Days,No,Location_BLAEO,Automated,1,img_7OFJJ.jpg
G33OWKFQ,Laptop,Clothing,Product_F6N17,221.75,87,Supplier_HGW,VH577@supplier.com,2,7x20x14 cm,2023-07-30,2025-01-01,BPDIHG,"EW5,9YE",Red/Small,Store,5,30 Days,Yes,Location_Q0KOL,Manual,2,img_CSHZ2.jpg
TJ5L3PGW,Headphones,Home Appliances,Product_NLVDB,408.96,74,Supplier_XLM,8NE2I@supplier.com,1,19x7x10 cm,2023-03-15,2024-01-01,MXNG2H,"YLZ,E32",Red/Small,Both,5,No Returns,No,Location_N5B16,Automated,5,img_1F9Y0.jpg
3WHJK1KQ,Headphones,Clothing,Product_0TZPZ,69.36,44,Supplier_DDZ,SXY1T@supplier.com,1,5x17x16 cm,2023-03-15,2025-01-01,6H0S1O,"MP6,ZB0",Red/Small,Store,3,Exchange Only,No,Location_UCYY5,Manual,3,img_PQQX1.jpg
19AZ03K4,Monitor,Electronics,Product_888LM,465.33,38,Supplier_J6H,3V6GC@supplier.com,3,8x8x18 cm,2023-07-30,2025-01-01,JVX3N9,"JEZ,VE1",Green/Large,Both,4,No Returns,Yes,Location_QSMQY,Automated,3,img_6CT81.jpg
Y3Y320T7,Laptop,Electronics,Product_DECRY,112.31,14,Supplier_4MT,8MS7L@supplier.com,2,16x6x7 cm,2023-01-01,2026-01-01,4R93MB,"LXW,VWN",Red/Small,Store,5,No Returns,No,Location_6ZF8K,Manual,3,img_PPXTA.jpg
WNHSN73N,Laptop,Home Appliances,Product_PBJ9B,73.8,79,Supplier_FI1,JMY9D@supplier.com,3,8x10x5 cm,2023-07-30,2024-01-01,SP511T,"J56,GCA",Red/Small,Store,5,Exchange Only,Yes,Location_7TPJR,Automated,5,img_JSCYY.jpg
866ZYNKE,Headphones,Home Appliances,Product_FHRBR,438.43,82,Supplier_YUB,TPKOB@supplier.com,3,13x17x6 cm,2023-07-30,2024-01-01,MWAJUV,"Z3N,R5D",Blue/Medium,Online,5,Exchange Only,No,Location_B3ID7,Manual,3,img_FV1II.jpg
ZA5DWQ8P,Smartphone,Electronics,Product_A9GTA,117.73,60,Supplier_C3V,IRLIU@supplier.com,2,10x11x8 cm,2023-07-30,2026-01-01,SBHUL5,"YJA,SIN",Green/Large,Both,3,No Returns,Yes,Location_9TI0B,Manual,2,img_2ST94.jpg
ZB8GYPL2,Monitor,Home Appliances,Product_N53G9,431.28,100,Supplier_OHR,IUKKV@supplier.com,2,6x15x13 cm,2023-01-01,2024-01-01,RADH26,"5FK,D84",Red/Small,Both,5,No Returns,Yes,Location_EOP9U,Automated,4,img_9KOFW.jpg
NCW51ID2,Monitor,Electronics,Product_O0ILT,36.93,31,Supplier_J68,04E23@supplier.com,3,17x18x10 cm,2023-03-15,2025-01-01,55BCQY,"335,4BG",Green/Large,Online,2,Exchange Only,Yes,Location_O8M18,Automated,3,img_BD1HV.jpg
2H3BSLD8,Smartphone,Electronics,Product_8JTGT,348.92,26,Supplier_MIT,U5P84@supplier.com,1,11x9x12 cm,2023-01-01,2025-01-01,HLU86S,"3JF,Y2D",Red/Small,Online,3,No Returns,Yes,Location_5Q0KG,Manual,4,img_RXJNZ.jpg
W7MZK4UJ,Monitor,Electronics,Product_VQU02,51.93,48,Supplier_D4H,M2P9P@supplier.com,3,17x10x19 cm,2023-07-30,2026-01-01,QNSGOW,"K8W,0S9",Blue/Medium,Both,4,30 Days,Yes,Location_54KA5,Manual,1,img_J0UDP.jpg
RGLY3BHV,Monitor,Electronics,Product_8712C,462.85,58,Supplier_QSR,4L97K@supplier.com,1,11x12x17 cm,2023-07-30,2024-01-01,UEC8MQ,"25C,I8Z",Blue/Medium,Store,3,No Returns,No,Location_6K9F4,Manual,1,img_H5VVL.jpg
YZS9RM49,Smartphone,Electronics,Product_R8MT3,353.2,41,Supplier_L2I,69GUR@supplier.com,1,15x10x12 cm,2023-03-15,2026-01-01,LZ8QPX,"A5I,VKD",Blue/Medium,Store,2,30 Days,Yes,Location_5RYX3,Automated,2,img_MNC6G.jpg
NXZPMDZY,Monitor,Electronics,Product_VDZNQ,325.1,44,Supplier_BMP,EM29M@supplier.com,2,16x11x13 cm,2023-07-30,2026-01-01,O7C0WN,"L02,60G",Blue/Medium,Both,2,30 Days,No,Location_GISEV,Automated,1,img_3D1YO.jpg
I3IJ81PV,Monitor,Home Appliances,Product_HUFM0,254.73,75,Supplier_BAB,JIP7B@supplier.com,3,7x8x7 cm,2023-03-15,2026-01-01,1834C9,"1K4,OAR",Red/Small,Store,2,30 Days,No,Location_P3N3P,Manual,5,img_RVWEW.jpg
MHT9L8YP,Smartphone,Home Appliances,Product_YYLUV,364.16,97,Supplier_CKG,QIE0X@supplier.com,1,17x17x9 cm,2023-01-01,2024-01-01,7D5OQF,"08R,HT9",Blue/Medium,Both,4,30 Days,Yes,Location_GILV2,Automated,5,img_CL6NQ.jpg
1AGL8EVX,Smartphone,Clothing,Product_1C7GK,484.0,10,Supplier_OLH,VYDAQ@supplier.com,1,13x7x15 cm,2023-03-15,2025-01-01,8JD31E,"4FW,M5F",Blue/Medium,Store,5,Exchange Only,No,Location_AL19Y,Manual,2,img_5ADR5.jpg
E8XSOXLC,Laptop,Clothing,Product_TCTP9,129.51,49,Supplier_3K4,QTDIK@supplier.com,1,13x5x9 cm,2023-01-01,2026-01-01,7AHY2P,"Y3X,V1Z",Blue/Medium,Store,4,30 Days,No,Location_9G96P,Manual,5,img_JFLPY.jpg
PXVZZTVZ,Monitor,Electronics,Product_C5XG6,50.8,56,Supplier_NM2,T23SK@supplier.com,2,20x12x14 cm,2023-03-15,2026-01-01,GSWWFB,"YPA,7GB",Green/Large,Both,3,Exchange Only,No,Location_AF3AO,Manual,2,img_HI07M.jpg
1M7S94SE,Smartphone,Home Appliances,Product_51ROA,42.36,80,Supplier_RVW,LNAR1@supplier.com,3,6x5x18 cm,2023-03-15,2024-01-01,5J7W1S,"3EL,YTP",Blue/Medium,Store,1,Exchange Only,Yes,Location_OSQL4,Manual,1,img_VZJD7.jpg
S5G96GBL,Monitor,Electronics,Product_2DFOC,49.07,38,Supplier_IPJ,UTTIO@supplier.com,2,6x7x15 cm,2023-01-01,2024-01-01,Y2Z95K,"JOX,AZU",Red/Small,Both,1,30 Days,Yes,Location_MHVUD,Automated,3,img_Y9KK8.jpg
AQW80SPL,Monitor,Clothing,Product_032HZ,152.61,98,Supplier_2RY,WLGDP@supplier.com,3,12x17x14 cm,2023-01-01,2026-01-01,X14PZE,"HNE,R13",Blue/Medium,Online,2,30 Days,No,Location_GL4ZI,Manual,3,img_JQSWA.jpg
JTUAFOAT,Headphones,Home Appliances,Product_6GFFM,78.85,89,Supplier_317,3XW6X@supplier.com,1,15x13x5 cm,2023-01-01,2026-01-01,YEAS6Q,"AVI,5N8",Red/Small,Both,3,30 Days,No,Location_9U74S,Manual,5,img_DY12Y.jpg
O7IJVOC6,Headphones,Home Appliances,Product_XTZZN,478.7,87,Supplier_316,ZW1MA@supplier.com,1,16x8x18 cm,2023-07-30,2025-01-01,A0HD1K,"79M,7A7",Blue/Medium,Both,2,30 Days,No,Location_E368Y,Automated,3,img_G12T6.jpg
UYLZJ4RF,Smartphone,Electronics,Product_E6PPI,479.1,32,Supplier_O4L,7NXHZ@supplier.com,1,19x13x13 cm,2023-01-01,2025-01-01,T1Q0WN,"5SD,UAX",Green/Large,Store,1,Exchange Only,No,Location_8IDCG,Manual,3,img_R3W65.jpg
V6QRMIQA,Headphones,Home Appliances,Product_VE0VI,300.17,78,Supplier_Q66,KQQZI@supplier.com,2,11x12x16 cm,2023-07-30,2024-01-01,RLCFCG,"6T1,K68",Red/Small,Store,5,Exchange Only,No,Location_RCFIA,Automated,1,img_YC47P.jpg
SOEYOY6X,Smartphone,Clothing,Product_6Z6W7,174.26,94,Supplier_VRY,X08FD@supplier.com,1,17x14x9 cm,2023-03-15,2024-01-01,DEK6Q5,"CHL,PL6",Blue/Medium,Online,2,Exchange Only,Yes,Location_EIAFH,Automated,1,img_1CB79.jpg
DLD5YBB4,Laptop,Electronics,Product_QMZIG,306.36,16,Supplier_HX6,ZRRCA@supplier.com,3,14x6x9 cm,2023-03-15,2024-01-01,LYALPR,"BY7,X5K",Green/Large,Both,1,30 Days,No,Location_Q5IC3,Manual,5,img_ZO6VL.jpg
NQKQN8S1,Headphones,Electronics,Product_AQWM1,100.37,98,Supplier_WBN,UYRNQ@supplier.com,2,6x19x11 cm,2023-01-01,2024-01-01,9OURPH,"VJX,KF4",Green/Large,Online,3,Exchange Only,Yes,Location_1G6FB,Automated,5,img_R8IYW.jpg
8YSJOIRC,Smartphone,Home Appliances,Product_AG9QV,488.55,98,Supplier_1UQ,NNB0C@supplier.com,2,8x13x7 cm,2023-07-30,2024-01-01,7HTUAA,"O6R,TRQ",Blue/Medium,Both,1,Exchange Only,Yes,Location_CBRGY,Manual,3,img_1A27T.jpg
HBJNOK62,Headphones,Clothing,Product_9FQNG,92.32,46,Supplier_BYF,W7KME@supplier.com,2,15x15x9 cm,2023-07-30,2026-01-01,5CDEUP,"0SM,PH9",Green/Large,Online,2,No Returns,No,Location_HPRW1,Automated,1,img_MWBBY.jpg
KV6UI9XR,Monitor,Clothing,Product_PFSTC,31.35,39,Supplier_U2L,6I494@supplier.com,1,6x14x17 cm,2023-03-15,2025-01-01,QSPY6R,"CA3,VCB",Blue/Medium,Both,1,Exchange Only,No,Location_WVZNJ,Automated,4,img_W080B.jpg
9VDNEHTD,Headphones,Clothing,Product_PKOLU,465.67,42,Supplier_R6L,73E46@supplier.com,1,17x16x10 cm,2023-03-15,2024-01-01,1M44F8,"D6D,F16",Blue/Medium,Online,4,Exchange Only,Yes,Location_CZKFH,Manual,1,img_EZKU1.jpg
332JCB0T,Headphones,Electronics,Product_5ZXY5,194.88,27,Supplier_RCV,5R1EN@supplier.com,3,17x11x10 cm,2023-03-15,2025-01-01,1GSV06,"BVN,O08",Blue/Medium,Both,1,No Returns,Yes,Location_JYVJT,Automated,4,img_LAU0A.jpg
NUV1H94V,Smartphone,Electronics,Product_XYCKU,447.73,9,Supplier_MJW,P4RST@supplier.com,2,13x20x9 cm,2023-07-30,2026-01-01,2OMAE6,"4SW,TQ1",Green/Large,Store,2,Exchange Only,No,Location_CC6IG,Automated,2,img_I4REO.jpg
2F3WVE9B,Laptop,Electronics,Product_059N8,235.74,74,Supplier_1E2,0U3X9@supplier.com,3,10x16x16 cm,2023-07-30,2024-01-01,YQST3W,"QR3,978",Green/Large,Online,3,Exchange Only,Yes,Location_7F64U,Manual,2,img_3DCEM.jpg
F9KB5KX4,Smartphone,Home Appliances,Product_2UZH7,338.02,83,Supplier_T0K,OC2WD@supplier.com,3,7x13x15 cm,2023-03-15,2026-01-01,HCVPVO,"S1D,6NP",Blue/Medium,Store,5,No Returns,Yes,Location_U6SZ7,Manual,5,img_SBIJM.jpg
WZ9XILFZ,Monitor,Electronics,Product_K7VKL,108.54,39,Supplier_TI2,ADCKF@supplier.com,3,17x18x19 cm,2023-01-01,2026-01-01,12CO6Q,"LFL,DRP",Blue/Medium,Store,3,No Returns,No,Location_I3PW6,Manual,5,img_6TVBK.jpg
VFHJJ8D3,Headphones,Electronics,Product_QTPMP,268.8,72,Supplier_QIM,NA110@supplier.com,1,13x13x17 cm,2023-03-15,2024-01-01,1NDVLW,"B6I,O5W",Red/Small,Online,4,Exchange Only,Yes,Location_V45PK,Manual,2,img_JM5GZ.jpg
XHMJPJFH,Headphones,Electronics,Product_9HMF1,62.6,80,Supplier_PBF,X7GYJ@supplier.com,2,15x13x9 cm,2023-07-30,2025-01-01,P83W55,"RDN,SDP",Green/Large,Store,3,Exchange Only,No,Location_HG8D3,Manual,2,img_HOUX6.jpg
U7AHZ86S,Laptop,Clothing,Product_E7WSO,388.46,64,Supplier_NB6,K4QQN@supplier.com,1,7x19x9 cm,2023-07-30,2024-01-01,3EG6M7,"YAW,9TM",Green/Large,Online,4,30 Days,Yes,Location_OWJXA,Manual,3,img_PFM6M.jpg
8139E1XD,Headphones,Clothing,Product_1JIAX,82.4,37,Supplier_2MT,9RY4Y@supplier.com,1,20x6x9 cm,2023-03-15,2025-01-01,BXC1HI,"PMB,ZB3",Green/Large,Both,4,No Returns,No,Location_XXOMB,Automated,5,img_ELM15.jpg
5XCNMI8D,Laptop,Electronics,Product_DFEP3,372.07,68,Supplier_1LM,YXQNX@supplier.com,1,16x18x14 cm,2023-01-01,2025-01-01,NZPAMK,"NXQ,JJD",Blue/Medium,Both,2,No Returns,Yes,Location_UIR47,Manual,1,img_Y761T.jpg
8FLSMWMF,Headphones,Clothing,Product_TU58O,440.84,18,Supplier_IEB,5AO11@supplier.com,3,9x12x11 cm,2023-07-30,2025-01-01,O9I17H,"MAA,HR7",Blue/Medium,Online,3,30 Days,No,Location_1DYQA,Automated,5,img_G5A35.jpg
GA8OFWEV,Laptop,Home Appliances,Product_18066,285.41,14,Supplier_YM4,X7J55@supplier.com,1,10x7x11 cm,2023-03-15,2025-01-01,P9SBTQ,"RTY,SPK",Green/Large,Both,5,30 Days,No,Location_G7INL,Automated,3,img_H5JRK.jpg
D42QGKGJ,Laptop,Electronics,Product_FOWAC,406.1,10,Supplier_WTQ,IGIPD@supplier.com,1,16x11x18 cm,2023-01-01,2025-01-01,T7HLM0,"UVJ,70B",Red/Small,Online,4,No Returns,Yes,Location_5OGK5,Manual,4,img_GRKYW.jpg
UEPESCRT,Smartphone,Clothing,Product_4Q2MS,185.26,84,Supplier_7EO,64M0A@supplier.com,1,18x10x15 cm,2023-03-15,2026-01-01,5Z655T,"DVO,62Z",Blue/Medium,Online,3,Exchange Only,No,Location_S97KR,Manual,1,img_U4CXG.jpg
F2Q36DTS,Laptop,Electronics,Product_GG3ZT,53.44,41,Supplier_L2H,UNGSB@supplier.com,2,7x10x10 cm,2023-03-15,2025-01-01,Y1T0JK,"LHK,TX1",Green/Large,Both,3,30 Days,Yes,Location_FT7ZY,Automated,2,img_TST7L.jpg
8PHZQDBI,Headphones,Clothing,Product_UH94E,262.39,43,Supplier_07R,EY75L@supplier.com,2,7x6x19 cm,2023-07-30,2024-01-01,W53WQT,"9L6,CXV",Green/Large,Both,3,Exchange Only,Yes,Location_Y2BDG,Automated,3,img_MW9GS.jpg
QARC1C59,Monitor,Home Appliances,Product_V9W6N,264.99,4,Supplier_E1Z,77K7C@supplier.com,2,13x19x10 cm,2023-07-30,2025-01-01,CB00WF,"KJQ,SSX",Green/Large,Online,5,Exchange Only,Yes,Location_HU3KG,Automated,4,img_6LHZ3.jpg
ZWE2R1QL,Smartphone,Home Appliances,Product_265VF,290.59,75,Supplier_98M,O09NH@supplier.com,2,6x5x12 cm,2023-01-01,2025-01-01,GHYXHU,"CYI,3ZI",Blue/Medium,Online,3,Exchange Only,Yes,Location_RBV3R,Manual,5,img_7S2FC.jpg
2CNBGTLK,Smartphone,Home Appliances,Product_MCPJQ,331.05,55,Supplier_633,EYXFY@supplier.com,3,13x20x12 cm,2023-01-01,2025-01-01,6BKEMX,"9IM,51I",Blue/Medium,Online,2,No Returns,No,Location_NQG6E,Automated,5,img_5F3M6.jpg
A82N9QJ4,Monitor,Home Appliances,Product_FPPKU,226.67,52,Supplier_2CE,T7557@supplier.com,3,10x15x19 cm,2023-01-01,2026-01-01,GJL8LV,"UOS,TD0",Red/Small,Both,1,No Returns,No,Location_ADAEQ,Manual,3,img_QHU73.jpg
SID8C53F,Smartphone,Home Appliances,Product_T1GL1,287.05,23,Supplier_VZL,GVH3Y@supplier.com,3,13x18x17 cm,2023-03-15,2024-01-01,GGNYBW,"LSH,N70",Red/Small,Store,5,Exchange Only,Yes,Location_OKCLC,Automated,3,img_FGR0M.jpg
T7LJXZAZ,Monitor,Home Appliances,Product_YNO2Y,429.51,13,Supplier_ZB0,0LPQR@supplier.com,1,5x7x16 cm,2023-07-30,2026-01-01,QHACXC,"G12,45D",Green/Large,Store,2,Exchange Only,No,Location_AK0A2,Automated,5,img_0JNGA.jpg
8MZW9SFM,Monitor,Electronics,Product_YT9O3,114.15,84,Supplier_WHS,035U5@supplier.com,1,5x15x13 cm,2023-07-30,2024-01-01,YY45GM,"YY9,RHV",Red/Small,Online,2,No Returns,No,Location_RC9ZI,Automated,5,img_VEJ5F.jpg
LU6OWCAN,Smartphone,Home Appliances,Product_3O28F,405.05,61,Supplier_OJ8,NOHWT@supplier.com,3,9x18x16 cm,2023-03-15,2024-01-01,9ULJ9P,"08P,D0C",Blue/Medium,Store,2,Exchange Only,No,Location_IO0CK,Automated,5,img_22UOU.jpg
JXA4S7OE,Headphones,Electronics,Product_SGM3O,143.18,59,Supplier_23D,N5J64@supplier.com,1,8x16x14 cm,2023-03-15,2026-01-01,CW5ZDH,"I0A,JD4",Green/Large,Both,3,No Returns,No,Location_WF5MQ,Automated,2,img_9U5CG.jpg
36KMZORT,Monitor,Electronics,Product_XH9MP,267.01,90,Supplier_K38,FMKJ0@supplier.com,1,14x12x12 cm,2023-01-01,2024-01-01,0KAN2E,"DUW,K33",Blue/Medium,Online,3,30 Days,Yes,Location_OISGY,Automated,2,img_MLOJR.jpg
Z455YUQP,Smartphone,Clothing,Product_1HG0M,108.57,20,Supplier_T77,JUMAU@supplier.com,1,9x10x7 cm,2023-07-30,2026-01-01,MU5DAP,"1IR,7QK",Red/Small,Store,3,30 Days,No,Location_VBSCW,Manual,2,img_8JAGU.jpg
5JKY0WH0,Monitor,Clothing,Product_09NQK,493.95,55,Supplier_CQ0,0QZ1B@supplier.com,2,6x20x12 cm,2023-01-01,2026-01-01,M9CJ7F,"X9T,2WW",Red/Small,Store,5,No Returns,Yes,Location_1FXH1,Manual,1,img_TCNP0.jpg
82DTT7RH,Smartphone,Home Appliances,Product_71I6S,283.74,70,Supplier_6XN,17WQF@supplier.com,3,14x5x8 cm,2023-03-15,2024-01-01,1OYJ5D,"YZI,K2C",Green/Large,Both,5,Exchange Only,No,Location_7MT8T,Automated,3,img_5CNLQ.jpg
HZWFIZCE,Smartphone,Electronics,Product_JU56V,153.49,38,Supplier_783,275TE@supplier.com,3,8x8x5 cm,2023-03-15,2024-01-01,A1R4Y5,"R6U,M3A",Blue/Medium,Both,3,No Returns,Yes,Location_K5YDB,Manual,5,img_R9IXN.jpg
UIMQRE73,Laptop,Home Appliances,Product_WQPMF,319.89,60,Supplier_OCN,4YH68@supplier.com,1,6x15x14 cm,2023-01-01,2026-01-01,5DRLDW,"2O7,BC2",Red/Small,Store,3,No Returns,Yes,Location_X7RSD,Automated,4,img_KVF8J.jpg
HVRMRJLI,Headphones,Electronics,Product_KZKM6,184.26,87,Supplier_ZUC,YJ0L2@supplier.com,1,7x10x11 cm,2023-07-30,2024-01-01,F96N9V,"JKG,N4G",Blue/Medium,Store,3,Exchange Only,No,Location_KCVD9,Automated,1,img_SI1JR.jpg
MAF5X819,Monitor,Home Appliances,Product_PE5KZ,42.48,44,Supplier_RFZ,G12C9@supplier.com,3,12x11x12 cm,2023-07-30,2024-01-01,H8G7LO,"J92,ZRM",Red/Small,Online,1,No Returns,No,Location_04BV3,Manual,5,img_Y7ZJ4.jpg
Z0K3VB96,Smartphone,Clothing,Product_RI54K,430.24,13,Supplier_IRV,V31O9@supplier.com,3,17x12x13 cm,2023-01-01,2025-01-01,J0980S,"ITN,TTX",Green/Large,Both,1,30 Days,No,Location_MKXTZ,Automated,3,img_NVKAE.jpg
L1PDK57Y,Monitor,Clothing,Product_RBVHH,146.99,5,Supplier_M4F,Z0H53@supplier.com,1,15x18x20 cm,2023-07-30,2026-01-01,6TX1I4,"R7X,1RF",Blue/Medium,Online,3,30 Days,No,Location_LKM67,Manual,3,img_98TAI.jpg
T7O072B9,Headphones,Home Appliances,Product_5X8B8,348.3,7,Supplier_HJD,SX7SW@supplier.com,1,19x17x12 cm,2023-03-15,2026-01-01,2G2E8U,"O1U,UMJ",Red/Small,Online,1,No Returns,Yes,Location_EJ67X,Manual,5,img_OJJ9M.jpg
ETTOHBYY,Monitor,Clothing,Product_BDPSA,116.26,73,Supplier_UVF,3RR4C@supplier.com,1,12x18x19 cm,2023-01-01,2026-01-01,JQB9VP,"B9J,EM8",Blue/Medium,Store,3,30 Days,No,Location_962RB,Automated,1,img_NOI86.jpg
WMBYTQZ9,Monitor,Clothing,Product_BO9KG,157.22,83,Supplier_CPY,R1KU4@supplier.com,3,18x14x18 cm,2023-07-30,2026-01-01,NV3DIC,"K2O,HKB",Green/Large,Both,4,No Returns,No,Location_9EGTU,Automated,1,img_MGPCH.jpg
NZG966TG,Smartphone,Electronics,Product_P4KPI,436.84,15,Supplier_DCD,90RE1@supplier.com,2,7x18x19 cm,2023-01-01,2026-01-01,VFTRJ0,"S34,EPH",Red/Small,Both,2,30 Days,Yes,Location_D42C1,Automated,5,img_0JVMC.jpg
ANDH1PL8,Laptop,Electronics,Product_OQE9H,183.31,99,Supplier_CG7,4RCUK@supplier.com,1,10x9x9 cm,2023-01-01,2026-01-01,N8VTS1,"ME5,B5E",Green/Large,Online,4,No Returns,No,Location_7E940,Automated,1,img_6IOZ4.jpg
7Z8N90N4,Smartphone,Home Appliances,Product_3Q0B5,372.41,81,Supplier_TVW,9NPPV@supplier.com,1,14x6x19 cm,2023-03-15,2026-01-01,WFAAAP,"1U2,LAN",Green/Large,Both,3,30 Days,No,Location_X19T4,Manual,3,img_1FJ1E.jpg
29GP4ESL,Smartphone,Clothing,Product_CXOKL,24.65,96,Supplier_LV5,Z69OM@supplier.com,3,12x13x14 cm,2023-03-15,2024-01-01,O61C6B,"5JY,8SF",Blue/Medium,Both,5,30 Days,Yes,Location_P421L,Automated,2,img_9U9SU.jpg
Q7BXWWTN,Smartphone,Clothing,Product_O3T4X,34.88,30,Supplier_V37,U42EU@supplier.com,2,10x8x8 cm,2023-01-01,2024-01-01,8GDZ3N,"PBM,N8X",Green/Large,Both,3,Exchange Only,No,Location_D4IKM,Manual,5,img_Q8SO0.jpg
PMZUDANK,Headphones,Electronics,Product_XNAGB,303.83,72,Supplier_50E,1XZMD@supplier.com,3,14x8x16 cm,2023-07-30,2025-01-01,9RO0BC,"RT8,M66",Red/Small,Store,4,30 Days,Yes,Location_Q4Z5T,Automated,1,img_GYWCY.jpg
75IO53J0,Laptop,Electronics,Product_RAYXF,381.27,53,Supplier_480,VG6II@supplier.com,1,7x10x14 cm,2023-07-30,2025-01-01,H8BOBO,"54M,3FG",Blue/Medium,Both,4,30 Days,No,Location_3MOXC,Manual,5,img_AI4AX.jpg
0ZW7NBBC,Smartphone,Clothing,Product_4BIRY,466.16,17,Supplier_DH4,QA3QI@supplier.com,2,12x7x8 cm,2023-01-01,2025-01-01,KO956J,"IXR,U18",Green/Large,Both,2,No Returns,Yes,Location_ZJXYW,Manual,5,img_7QOYO.jpg
S13JPHVB,Laptop,Home Appliances,Product_2K9UC,390.34,49,Supplier_CMW,DPM85@supplier.com,3,11x7x13 cm,2023-03-15,2026-01-01,5Y3F2U,"ZUN,E6G",Red/Small,Both,1,Exchange Only,Yes,Location_A3KOZ,Automated,3,img_RW34M.jpg
Y5AJ9OEL,Smartphone,Clothing,Product_ZY20I,82.43,9,Supplier_K8T,DFOVV@supplier.com,1,20x5x13 cm,2023-01-01,2026-01-01,5VNZME,"JJE,ZW7",Green/Large,Both,5,No Returns,Yes,Location_FZ16X,Manual,1,img_XNJE7.jpg
6MYPRK8N,Monitor,Home Appliances,Product_3HLDM,127.9,14,Supplier_S4N,B52UL@supplier.com,2,9x10x11 cm,2023-01-01,2025-01-01,UMOUBA,"27K,X8L",Green/Large,Online,4,30 Days,No,Location_EJJP8,Manual,1,img_8XLC3.jpg
Z48GKMMK,Laptop,Electronics,Product_SD440,411.84,33,Supplier_DJN,XMCE6@supplier.com,2,11x7x10 cm,2023-03-15,2026-01-01,8XHFMW,"50S,A3R",Red/Small,Online,2,Exchange Only,Yes,Location_HM0B8,Manual,1,img_WXLU5.jpg
C9KP0L6J,Laptop,Home Appliances,Product_LS42N,444.85,73,Supplier_GFV,E34SW@supplier.com,1,11x11x15 cm,2023-03-15,2024-01-01,KEE1TA,"EMK,677",Blue/Medium,Online,2,Exchange Only,Yes,Location_GEZUZ,Manual,3,img_XWJNI.jpg
1DSPTJ7U,Headphones,Home Appliances,Product_TG83Y,310.25,12,Supplier_QUK,9ZYY0@supplier.com,3,16x17x5 cm,2023-07-30,2026-01-01,WMYNXR,"IVD,XMJ",Blue/Medium,Both,2,No Returns,No,Location_GRRF9,Manual,5,img_R7NSD.jpg
WXL0IUUY,Laptop,Electronics,Product_5KXQU,286.23,90,Supplier_QL6,809BS@supplier.com,1,13x16x7 cm,2023-03-15,2026-01-01,Z7CP3H,"4CP,B18",Red/Small,Store,4,Exchange Only,Yes,Location_4OPT2,Automated,4,img_SVW4G.jpg
HGOZVISL,Laptop,Electronics,Product_45QLF,419.87,100,Supplier_D7D,SX54A@supplier.com,2,14x18x9 cm,2023-03-15,2025-01-01,ZNUH8N,"KT2,7ZW",Red/Small,Store,1,Exchange Only,No,Location_NR1UB,Manual,2,img_HYLHW.jpg
