Order ID,Tracking ID,Shipment Mode,Shipping Address,Delivery Date,Order Value,Product Description,Shipment Status,Order Total,Product ID,Return Status,Estimated Delivery Date,Customs Clearance Status,Tracking Events,Shipment Cost
FN7M35VSQ3,ZOR41GSP,Land,"R9W1WG7CHR Street, City, Country",2023-12-15,170.08,Product_KKR78,Delivered,481.58,0EJ552MT,Returned,2023-12-15,Cleared,Event_XR5X7,11.81
636T5AL2AF,ZDN14BES,Sea,"FOGFHKBYRH Street, City, Country",2023-12-20,473.1,Product_R1XLC,In Transit,807.04,DDT85PMY,Returned,2023-12-20,Pending,Event_JI7PC,46.38
2F15PIJ463,NTYFOC5P,Air,"Z030CYFLML Street, City, Country",2023-12-15,288.96,Product_36VRD,Shipped,376.09,0X25PLGI,Returned,2023-12-15,Pending,Event_DP2AC,29.94
SKGC00NYJ7,LWWKH0FD,Air,"8GKUU1JUHI Street, City, Country",2023-12-10,263.13,Product_6U0GU,Delivered,808.1,GDD1VBB9,Not Returned,2023-12-15,Cleared,Event_D0X5T,20.96
RGPRN8XZIE,NM3LEIBR,Sea,"PGG7EUN5KR Street, City, Country",2023-12-10,367.39,Product_F2KIT,Delivered,553.41,871BP5BN,Returned,2023-12-10,Pending,Event_4XGVD,23.24
9F5GET4VC8,3T2B7WUN,Air,"57GMZ9HWLH Street, City, Country",2023-12-10,288.56,Product_I2BP4,In Transit,82.82,F9PLZYXD,Returned,2023-12-10,Pending,Event_80V7S,11.33
GH196P3BCD,XAQBV6RM,Land,"8A704DD6W4 Street, City, Country",2023-12-20,80.76,Product_GSBBQ,In Transit,473.34,VLRVIDI6,Not Returned,2023-12-20,Pending,Event_H31VT,36.84
02TWCMJK8B,7TEYGXWK,Air,"6WPVU8B7CB Street, City, Country",2023-12-15,399.55,Product_RC9N9,Delivered,492.96,BLUD9H5E,Not Returned,2023-12-20,Cleared,Event_B3D7Z,43.57
FWPGNPDE2O,8ANX0U7U,Air,"MWSMB5JNUP Street, City, Country",2023-12-20,328.77,Product_4RID7,Delivered,480.89,QTXML0PK,Not Returned,2023-12-10,Pending,Event_I486K,39.22
8VRZLP9QRL,XYJYFWDY,Air,"E9IJB9EDYS Street, City, Country",2023-12-20,362.98,Product_NXFPI,In Transit,801.55,GZPIXEVD,Not Returned,2023-12-15,Pending,Event_213TA,33.33
L4WZG8HJY2,N73JMVDK,Air,"K7B1B097B7 Street, City, Country",2023-12-10,298.48,Product_V16CW,Shipped,892.5,GCI4LNRS,Returned,2023-12-10,Pending,Event_CKBVE,32.45
I8UTCNG5V3,NZZFBEXZ,Air,"H1F7Y6WB09 Street, City, Country",2023-12-10,205.8,Product_QRBAM,In Transit,509.8,V2OF498Z,Returned,2023-12-10,Pending,Event_6XQPS,10.3
NXVV2F584P,TZVEIS9G,Land,"IIC9XIL5Z4 Street, City, Country",2023-12-20,438.41,Product_1QH14,Delivered,200.97,GJFZ0DIF,Returned,2023-12-20,Pending,Event_Q6V4C,19.28
4O21SW658J,ISD1190Z,Land,"MA0V7LF2WD Street, City, Country",2023-12-15,107.33,Product_7KTZA,Delivered,373.83,B6U4TZS5,Returned,2023-12-20,Pending,Event_G6BCI,10.16
744UAQTT4M,TX1PJTHM,Land,"9ZMOW6KXNH Street, City, Country",2023-12-10,64.46,Product_YGCI2,In Transit,161.67,946YX8EF,Returned,2023-12-10,Cleared,Event_S61WE,10.11
X966XMUK8A,GWTWF7F9,Land,"XU1CUKL4XF Street, City, Country",2023-12-10,124.38,Product_OE5OM,Shipped,351.5,IZG3IMRZ,Not Returned,2023-12-20,Cleared,Event_2357M,28.51
PMBBN21MG9,Q90AXSO0,Sea,"C5GAHAYQGU Street, City, Country",2023-12-15,183.04,Product_RPVTG,Delivered,889.66,DK1U9NU2,Not Returned,2023-12-20,Pending,Event_1XNDF,43.48
R4D9NA0WIA,O3YDZP37,Sea,"2SP1R998DQ Street, City, Country",2023-12-15,280.56,Product_OSOPM,In Transit,621.37,NXKO00T0,Returned,2023-12-15,Pending,Event_KB26Q,34.81
98JR0M2S79,J9FWMLGO,Sea,"N4WHT656C7 Street, City, Country",2023-12-15,268.48,Product_XI1MT,Shipped,827.96,QTBB0TW4,Not Returned,2023-12-10,Pending,Event_QE2AQ,16.88
1JC07402EL,8CMN3LFM,Air,"Q2WAFSORR8 Street, City, Country",2023-12-20,79.36,Product_0RKUS,In Transit,277.75,7WI6ZYUZ,Not Returned,2023-12-15,Pending,Event_6ZJ00,35.58
L945Z8EFEC,IVTA1AUN,Land,"BRVWTSP6DP Street, City, Country",2023-12-15,135.1,Product_RWMKW,Shipped,202.1,RPO0MPGP,Returned,2023-12-15,Cleared,Event_7RDUZ,24.32
WBNSJWRY90,LFQTSI8T,Air,"7896H7LKB9 Street, City, Country",2023-12-10,288.64,Product_T8TA4,In Transit,941.04,94091LEE,Returned,2023-12-20,Cleared,Event_AYGT3,26.76
O6G81EW5KT,DHVTDLWL,Air,"NN0CZEI4D4 Street, City, Country",2023-12-20,219.27,Product_1782W,In Transit,370.48,36R4LPM3,Not Returned,2023-12-20,Pending,Event_RVHN3,48.47
KGT4TPGBVB,LRHBO9CB,Sea,"X28MU5WQWZ Street, City, Country",2023-12-20,194.01,Product_6H4CL,Shipped,76.04,2CLPKVV4,Returned,2023-12-20,Cleared,Event_LE2NC,24.87
TLSS40R1PY,HC5OQXBI,Air,"JAXLC8P6Z1 Street, City, Country",2023-12-15,440.76,Product_IBJO1,Delivered,925.97,AY8CIMDR,Not Returned,2023-12-10,Cleared,Event_80N31,10.35
JYN4SH3921,0N5Y1LAU,Air,"XG42VACJYX Street, City, Country",2023-12-15,288.12,Product_2R58U,In Transit,229.08,QBW8C64K,Not Returned,2023-12-20,Cleared,Event_O4FQD,10.22
R6647LRB57,MJMQGMG8,Land,"Y007E7VIP2 Street, City, Country",2023-12-10,111.26,Product_3TNVA,Delivered,992.62,SAEHNXY3,Not Returned,2023-12-15,Pending,Event_SVK7B,13.77
KNPK7W1CXE,FHQH6ZDC,Land,"IZFL3K4LWU Street, City, Country",2023-12-15,336.7,Product_SP4Z3,Delivered,987.61,NG8M97SG,Not Returned,2023-12-20,Pending,Event_OB3XW,31.61
HC9RUO7G8M,6OU8Z9IY,Sea,"HONWD1650G Street, City, Country",2023-12-10,488.97,Product_ZNCDY,In Transit,857.61,JPYDAWZ9,Not Returned,2023-12-10,Pending,Event_OPET7,14.68
6NA99YV9AW,LMTGSJK2,Sea,"7Z1RUWL1Q4 Street, City, Country",2023-12-10,55.54,Product_JGWXL,Shipped,240.98,YYM8N41L,Not Returned,2023-12-15,Cleared,Event_BLBTQ,34.05
94VATD7O1X,CLYGHBMT,Land,"06O1A5VU5W Street, City, Country",2023-12-20,167.11,Product_WAMRI,Delivered,406.8,LWRYWQDB,Not Returned,2023-12-15,Cleared,Event_WM01K,44.68
8QRJTKC8PI,K71H9M82,Sea,"Y6DVDWF1G5 Street, City, Country",2023-12-15,119.42,Product_75T6O,Shipped,313.02,1MBQOPUV,Not Returned,2023-12-20,Cleared,Event_0GWAA,28.71
AWJPAV3SGD,OKXYMYCP,Land,"TYHW0Z8SU1 Street, City, Country",2023-12-15,349.02,Product_YJHPQ,Shipped,678.39,CZSTTJZ8,Returned,2023-12-20,Pending,Event_Y5WZJ,29.6
4Y4H3AR4KQ,UOFRCL86,Air,"K2735TUVIQ Street, City, Country",2023-12-10,160.05,Product_5LAIM,In Transit,482.39,YTSD1R5R,Returned,2023-12-20,Pending,Event_OYJ8O,28.76
MQRCYH2LB3,N6ACFAPU,Air,"HRI16KM90R Street, City, Country",2023-12-15,435.65,Product_JQN8T,In Transit,933.92,I8TKS7M4,Not Returned,2023-12-10,Pending,Event_BW86Y,40.36
BPMPP682P8,BQYOWBQD,Sea,"CGERQZ0R5B Street, City, Country",2023-12-10,67.6,Product_E0NI5,Delivered,298.07,YI5202QB,Returned,2023-12-15,Pending,Event_523ZT,36.6
COZK6TQOUK,IVEVH45Y,Land,"6XPUA3KG4C Street, City, Country",2023-12-15,496.8,Product_S13CQ,Delivered,470.63,HIMG5VQ7,Returned,2023-12-15,Cleared,Event_JFKND,35.07
PHRIVFN5FL,VDN5WDFK,Air,"ZV277LOBN0 Street, City, Country",2023-12-10,139.77,Product_Q8LIS,Shipped,560.33,K1EOX8LP,Returned,2023-12-20,Cleared,Event_TX5KU,10.98
J1SH1I4C2E,CIV1XY31,Sea,"OZ2JIUAXIQ Street, City, Country",2023-12-10,179.54,Product_JIGGN,Shipped,462.09,X01THHJW,Returned,2023-12-10,Pending,Event_TIMUK,39.21
3RG0MYV2SQ,5O1G9QGD,Air,"CV6VWD9JY7 Street, City, Country",2023-12-10,482.71,Product_7L71E,Shipped,163.65,O3QKDC7T,Not Returned,2023-12-15,Pending,Event_IUF41,20.46
ZM4FPU4DKF,98SCX9ZM,Air,"G51X2FNOCK Street, City, Country",2023-12-15,242.59,Product_5IYWZ,In Transit,345.43,QLOLHO1J,Returned,2023-12-10,Cleared,Event_JZRQC,11.06
EG134QHP1A,D934DKNC,Sea,"X1U2YYLGHL Street, City, Country",2023-12-20,448.96,Product_WFZOO,Delivered,817.76,1U0CGG8X,Returned,2023-12-10,Cleared,Event_H6FW6,47.01
RQ2NBFZF48,TV684PA7,Sea,"BBFDQQHHOC Street, City, Country",2023-12-20,282.96,Product_L08ES,In Transit,495.63,7FVLMG7J,Returned,2023-12-20,Cleared,Event_A1BNF,33.69
6VV6UV4B3Z,K2TYNZ8O,Sea,"AOTBW4N6JH Street, City, Country",2023-12-15,386.04,Product_RLGRS,Delivered,628.71,LPNMXW0F,Not Returned,2023-12-15,Pending,Event_T5WFJ,49.14
N994I9P3H0,NOD90FB5,Land,"RT624LZEKJ Street, City, Country",2023-12-10,334.24,Product_OPA86,In Transit,683.85,YK0IUC76,Returned,2023-12-20,Pending,Event_AJLI0,38.57
XNID9EI6GW,TWHOVHSF,Air,"LOU8TMVWZ0 Street, City, Country",2023-12-20,131.34,Product_WNJON,Delivered,807.63,VZFMXJ49,Not Returned,2023-12-10,Cleared,Event_SNED3,49.01
B8CYXNXB9P,L1G1EQMA,Land,"85ZKSLZ3BI Street, City, Country",2023-12-20,459.94,Product_P9XHE,Shipped,315.12,PEV4BB5L,Not Returned,2023-12-20,Pending,Event_THULL,47.12
5HHKDVJ3KQ,ZE7J0GAJ,Land,"8U1OYI9UQV Street, City, Country",2023-12-10,266.92,Product_YLC4F,Shipped,182.66,G37RSU48,Returned,2023-12-15,Cleared,Event_KYKX6,26.28
Z4O1K5HJL1,24CM5LQK,Sea,"PWMBCRWVVC Street, City, Country",2023-12-15,149.48,Product_AK5AL,Delivered,731.53,VO5R960J,Returned,2023-12-20,Pending,Event_Z80KY,43.67
QVK9D1XBP2,6M8ETQ69,Sea,"F5KOQ352KA Street, City, Country",2023-12-15,105.26,Product_6EKLC,In Transit,497.0,J6NGDK3H,Returned,2023-12-10,Cleared,Event_NZUUX,23.67
QT339OWGPO,E0DQ4GZ9,Air,"0CRBXGH9BA Street, City, Country",2023-12-10,203.28,Product_SL574,In Transit,909.87,SX0MG4CQ,Returned,2023-12-15,Pending,Event_7WIA2,45.53
7UNNAUFPRO,L6155YPL,Sea,"BP3LH816KS Street, City, Country",2023-12-15,177.16,Product_IPU7M,Delivered,133.32,Z0Q49U6M,Not Returned,2023-12-20,Cleared,Event_8MJI7,23.75
TWXO2BHE4Q,201GQ8HT,Air,"O9HY8BQ1JT Street, City, Country",2023-12-10,227.57,Product_FXAZS,Shipped,335.54,MWVASRCY,Not Returned,2023-12-20,Cleared,Event_7V2MI,36.19
H3VY7YAF15,NVYKYJUM,Land,"N8OIGTUJFM Street, City, Country",2023-12-20,151.5,Product_OF6UO,In Transit,966.87,6TT8E5NP,Not Returned,2023-12-10,Cleared,Event_MF5D5,14.43
I5TDFJ51YN,1YN9BBFQ,Land,"G2ADVU16DP Street, City, Country",2023-12-15,133.79,Product_8I9OU,Delivered,733.49,4HW57EHT,Returned,2023-12-15,Cleared,Event_1YB4Z,35.06
53MSSNEGLS,22DHOBBH,Sea,"M3KZDAXIDL Street, City, Country",2023-12-15,415.11,Product_VV049,Delivered,900.02,TKX2HDM7,Not Returned,2023-12-20,Pending,Event_BJYAU,36.8
435GI1EFS6,4MZKEEOS,Sea,"GU7QLKAAA0 Street, City, Country",2023-12-10,447.4,Product_6S6Z5,Delivered,76.49,EGA7SUYU,Returned,2023-12-10,Cleared,Event_8UN75,45.14
26TC4T5XEY,XPW408PD,Sea,"MTU3XQA176 Street, City, Country",2023-12-20,400.08,Product_2H74A,Shipped,720.42,O3JKN3FZ,Not Returned,2023-12-15,Pending,Event_1XP7G,15.64
POCNNIBPMM,4WKWGGM8,Sea,"866T9QBG1F Street, City, Country",2023-12-10,211.77,Product_CMYME,In Transit,771.25,35R4V1Z3,Returned,2023-12-15,Cleared,Event_1N2Y3,21.01
KXCR6V711X,FYR12UZK,Sea,"1ELLD7HVNN Street, City, Country",2023-12-10,190.48,Product_G4JVQ,Shipped,77.82,4B9SKN1T,Not Returned,2023-12-15,Pending,Event_HE46M,31.79
MPTPAS64WP,1Y0HV64H,Land,"Z88LGDKI06 Street, City, Country",2023-12-20,357.58,Product_6497Y,Delivered,580.23,QAH4QACE,Returned,2023-12-20,Cleared,Event_EVEOW,36.9
7WVPY05SEW,73WOBJTG,Land,"OMECTXBN7X Street, City, Country",2023-12-20,193.9,Product_ALZ66,In Transit,328.74,HILS9D1S,Not Returned,2023-12-20,Pending,Event_CZ44C,21.34
9X93DZ6LPC,VCN4PFP5,Air,"OS7TPTEOIA Street, City, Country",2023-12-15,478.42,Product_DHXRK,In Transit,258.4,4SXPE7RW,Not Returned,2023-12-10,Pending,Event_ALIIH,24.06
H6ND1KWADB,Z00VD1I9,Air,"J5DS01M01M Street, City, Country",2023-12-10,71.21,Product_8YWNO,Delivered,799.25,GSMFVDVU,Not Returned,2023-12-20,Cleared,Event_Z0F3C,31.99
REHZDOD1FF,9X4AHXUQ,Air,"YHD6E7A5QU Street, City, Country",2023-12-10,375.97,Product_OD2P9,In Transit,192.83,6G3D4NB2,Not Returned,2023-12-10,Pending,Event_M91HS,41.82
NVYE1MH7RC,CKZNB76J,Air,"4DJPTFH5SD Street, City, Country",2023-12-15,469.65,Product_KM7QR,Delivered,249.74,Q0OCOY2L,Returned,2023-12-15,Pending,Event_2277K,24.41
R2MI9JMYD3,W47JJLAM,Air,"2UWIW455G5 Street, City, Country",2023-12-20,288.23,Product_0RR4S,Shipped,807.26,G6K421IL,Returned,2023-12-20,Cleared,Event_Q18B4,49.51
ASAL9WAKLU,ESZNOR29,Land,"PYUPJ23L8O Street, City, Country",2023-12-10,391.66,Product_0KBJU,In Transit,279.26,NC4EQ3TL,Returned,2023-12-20,Cleared,Event_RFE6W,27.8
E4KVCSAV0G,ZOO04QY8,Sea,"KM1DP4SPNK Street, City, Country",2023-12-10,437.27,Product_8OTOS,Shipped,556.83,WBN1LB8E,Not Returned,2023-12-10,Pending,Event_1QBZE,15.9
L4MMXUWPQV,U3P5P9TC,Sea,"2FQPZRSZVH Street, City, Country",2023-12-10,219.78,Product_H12B1,Shipped,147.86,TKZKD9WK,Returned,2023-12-15,Cleared,Event_LXGJL,39.44
R3UUP0489V,1UUNHGWO,Air,"PKZ79OPL87 Street, City, Country",2023-12-10,332.67,Product_WL23L,Delivered,220.33,JKEYD1V1,Not Returned,2023-12-15,Pending,Event_4VWGC,44.0
Z5DYH0MY07,D7JHTWOV,Land,"2BE5TGPVP2 Street, City, Country",2023-12-15,57.5,Product_4NJFM,Delivered,143.99,QXQ5XQ35,Returned,2023-12-20,Pending,Event_0FTMP,30.27
1QSPVHGJV9,161FVFMZ,Land,"A15E8KVCON Street, City, Country",2023-12-10,360.67,Product_DW2YH,In Transit,718.73,G3SU1J9C,Not Returned,2023-12-15,Cleared,Event_EKHF4,32.63
ONHHMA2WMR,CRPVQQQZ,Air,"F5ZZ7KMWVB Street, City, Country",2023-12-15,61.97,Product_4ZMQV,Shipped,160.23,9UAUFMAD,Not Returned,2023-12-10,Cleared,Event_Q0FH5,43.4
OMI8F5ZSUU,HMOVV1Q2,Sea,"23IH8N4YYK Street, City, Country",2023-12-15,351.4,Product_2ML3P,In Transit,61.99,XBLF23JP,Not Returned,2023-12-10,Pending,Event_GA2SG,37.83
LF5PFNDTH3,TCSLRA2U,Air,"L1QBKFKVUO Street, City, Country",2023-12-10,196.3,Product_FPLUH,Shipped,213.64,EITGHA5H,Returned,2023-12-10,Cleared,Event_RNIWZ,23.42
FGD8RGMCDC,5YR0OYXA,Air,"JX321RVXHC Street, City, Country",2023-12-15,274.85,Product_27J56,Delivered,739.13,9BXFZ62S,Returned,2023-12-10,Pending,Event_X24OC,32.12
RBHXOSBU1H,47LLPGB3,Land,"7WONA3MRNO Street, City, Country",2023-12-20,267.63,Product_EIUIX,In Transit,694.97,NINXPR62,Returned,2023-12-10,Pending,Event_EB5MZ,41.28
MP11PXB1G9,UMN7PN5M,Air,"HJUFXGF5JA Street, City, Country",2023-12-20,202.75,Product_1D6SG,Shipped,139.36,1478NAL6,Returned,2023-12-20,Pending,Event_2D6TB,18.33
THC44LK95Q,18FX51QD,Land,"0G6R0HIAV4 Street, City, Country",2023-12-15,189.11,Product_5MZAJ,Shipped,793.93,I8MSYOHE,Not Returned,2023-12-10,Pending,Event_6K5ZO,33.24
B7F2STIZ90,4TV2NPNM,Sea,"MII89YEWUS Street, City, Country",2023-12-15,241.25,Product_JT081,Shipped,682.01,UFYURS2N,Returned,2023-12-15,Pending,Event_KCRN4,38.64
INPGWY11F9,USIL5LZR,Air,"0QTBI9I8VV Street, City, Country",2023-12-20,177.72,Product_CYKS9,Delivered,484.52,9RRZ3U53,Returned,2023-12-20,Cleared,Event_2SWIM,31.54
FNQD0LJF32,9JUG3TBF,Land,"R7FX1RWGIV Street, City, Country",2023-12-15,429.91,Product_W8EOD,Shipped,764.98,RCT4S6EX,Returned,2023-12-15,Cleared,Event_Z5KW4,46.62
IYEI5U5UUS,5TZ5IAZN,Air,"8HB3Q0LRAY Street, City, Country",2023-12-20,197.53,Product_MZCAX,Delivered,708.19,20WUYJ0W,Not Returned,2023-12-10,Cleared,Event_4C32V,11.19
4YU2HP7FSZ,WATUJFZ3,Sea,"MP7CYY4O0R Street, City, Country",2023-12-15,126.07,Product_BH35E,Shipped,506.34,M5RT84N6,Returned,2023-12-20,Cleared,Event_KW8JG,12.68
XWK9502ZXD,IMTWMIQW,Land,"ZR6YLR4TPY Street, City, Country",2023-12-20,141.27,Product_KI6DR,In Transit,96.96,YOC2FNV1,Not Returned,2023-12-20,Pending,Event_WL2FF,33.78
KL4XM55ONU,065P3QCW,Land,"M1QOEWX3EH Street, City, Country",2023-12-20,471.42,Product_5SF6X,Delivered,478.13,TAO2Q5GM,Not Returned,2023-12-10,Pending,Event_SR88V,36.05
KMQEF54INU,FAW3L63N,Land,"MK53PFOYV7 Street, City, Country",2023-12-10,434.82,Product_7OD0I,In Transit,51.97,A6KOGM6F,Returned,2023-12-15,Pending,Event_213K0,47.09
SAPI36HA4R,T6LBTKZI,Air,"L83MEWTTON Street, City, Country",2023-12-10,127.26,Product_VFAMY,Shipped,577.99,3430FGOV,Not Returned,2023-12-15,Cleared,Event_LSVVB,19.73
9L4MOY1TQ6,EWMMXOM0,Air,"NW4K6FKVJN Street, City, Country",2023-12-15,123.12,Product_QE787,In Transit,645.73,BH5A5XM9,Not Returned,2023-12-10,Pending,Event_5W8P9,16.88
172MZPEH67,79RKYDBM,Land,"X66N0P4DHM Street, City, Country",2023-12-10,212.5,Product_PQ47D,In Transit,369.56,VLA8ZJSY,Returned,2023-12-10,Cleared,Event_YDJY7,24.37
H7VLJJ3TW4,FT38SEP8,Sea,"36Z45MBOM8 Street, City, Country",2023-12-10,387.22,Product_UIAOE,Shipped,590.26,KMI9A479,Returned,2023-12-10,Cleared,Event_MP8EY,14.17
0KIW445ODC,2CZ076UI,Air,"J6R5ISV3YS Street, City, Country",2023-12-20,475.35,Product_BLXIJ,In Transit,915.59,574V7OQY,Returned,2023-12-10,Pending,Event_9D6XO,35.49
1HZ2V3N9TN,KDC2SMAG,Air,"WMD805DAB2 Street, City, Country",2023-12-20,273.59,Product_Y94SX,In Transit,386.73,48PQZOLT,Not Returned,2023-12-10,Pending,Event_RBZYD,27.84
GZBQHHUOK8,DNA0RK1A,Air,"F71L4JQDNJ Street, City, Country",2023-12-15,492.02,Product_IBPNS,Delivered,663.23,L3AXN934,Returned,2023-12-15,Cleared,Event_Q6GKT,29.88
V4HRMR8DQE,CPEUJ2HL,Air,"D9HNTAQT0K Street, City, Country",2023-12-20,208.77,Product_771NA,Shipped,467.39,SDSQPK18,Returned,2023-12-20,Cleared,Event_SGFTK,35.73
MGCM7SSI9O,3ZNXV7IL,Sea,"60HB7NVWO7 Street, City, Country",2023-12-10,259.18,Product_BM2B6,Shipped,868.23,N7F7NU9H,Returned,2023-12-20,Pending,Event_H11GM,27.19
B3KLIEEVIR,DFUDVUEX,Sea,"H72DUBT946 Street, City, Country",2023-12-20,401.56,Product_L3H6E,Delivered,305.72,IKJ9VR95,Returned,2023-12-20,Pending,Event_VGKNJ,27.78
30C06N3MTJ,LTM261XF,Air,"QSZC2FTW9M Street, City, Country",2023-12-10,362.72,Product_NUAOA,Shipped,664.66,6Z8008CY,Not Returned,2023-12-15,Cleared,Event_I9H2I,44.12
MECVFCHBBU,TFDCSIB6,Land,"YROCNT1NKB Street, City, Country",2023-12-10,150.41,Product_99CJ0,Delivered,959.83,H5S1NMIU,Returned,2023-12-15,Pending,Event_DLPFL,16.11
MPBN0CNEUR,TIS0ZYJM,Air,"RF536SDH05 Street, City, Country",2023-12-20,368.41,Product_ZICGY,Shipped,271.39,SVYL6GZQ,Not Returned,2023-12-10,Cleared,Event_TL82Y,13.66
A7PXU163E0,K03SFNLV,Air,"GXVFTGKF2D Street, City, Country",2023-12-10,227.46,Product_TXT35,Shipped,215.65,YC5IS4Y1,Not Returned,2023-12-15,Cleared,Event_3A9IT,33.37
7EQ17GB488,ZVFBE2F2,Air,"SDBB72NXF5 Street, City, Country",2023-12-15,362.01,Product_0WD59,In Transit,446.11,L8716X1H,Not Returned,2023-12-10,Pending,Event_GR6MQ,49.35
AKKI4B65L9,91I3RYCP,Sea,"BCOSJWUQE6 Street, City, Country",2023-12-15,170.63,Product_ZCG7G,Shipped,608.55,0Z3RK6XP,Not Returned,2023-12-10,Pending,Event_GQPE9,32.18
7VDW4R1GOI,620ZND7C,Air,"TV51TXAJHB Street, City, Country",2023-12-15,114.62,Product_NZGPD,In Transit,666.71,5LLZNTAY,Returned,2023-12-10,Pending,Event_L66U7,37.96
OPPCY02ASL,NY51MH59,Sea,"L368N1S522 Street, City, Country",2023-12-15,493.21,Product_9ACS5,Shipped,306.74,8KDB0DJC,Returned,2023-12-20,Pending,Event_2TK6S,23.68
PEFF6VT7FH,D5KTSRO4,Air,"HU1O1G8MXU Street, City, Country",2023-12-20,499.12,Product_DU6CZ,Shipped,621.64,6CHUO32B,Not Returned,2023-12-20,Cleared,Event_WSIDE,24.77
FBF9VPCPU7,IKH1WCDK,Sea,"H447ZGT3D2 Street, City, Country",2023-12-20,337.45,Product_TSW2O,Shipped,207.25,2IDP39M2,Returned,2023-12-10,Cleared,Event_1A2K3,12.45
BK1MY9LRJH,PDY7IM0H,Air,"52NESF6EC5 Street, City, Country",2023-12-20,192.97,Product_UVRB4,Delivered,136.67,Z4TKYQXJ,Returned,2023-12-15,Cleared,Event_42HSW,47.33
BO2GUDVBXF,WX1CN3BB,Land,"33N9FS1AP9 Street, City, Country",2023-12-15,141.15,Product_1JCMF,Delivered,291.37,Y2FN08MY,Not Returned,2023-12-10,Cleared,Event_0DZWQ,14.77
06P9L1COGL,NJZA01ML,Air,"K3OTEHBT3M Street, City, Country",2023-12-20,473.16,Product_XY7W0,Delivered,759.6,55PKCUOF,Returned,2023-12-20,Cleared,Event_QL04N,47.19
WXVT1IYN16,L647DI94,Sea,"Y338UH8HBR Street, City, Country",2023-12-10,105.74,Product_TAO1R,Delivered,173.43,2I2ZWJY1,Not Returned,2023-12-20,Pending,Event_PC1CT,33.74
SXBSPE1FEH,XCY2UAMZ,Sea,"G4V70OK5FT Street, City, Country",2023-12-10,245.43,Product_SWCC1,Delivered,375.04,KHTLUTV9,Returned,2023-12-10,Pending,Event_IWZAT,17.57
O28O4RLBMA,JCLAIDT4,Air,"Z2F4YFZKUP Street, City, Country",2023-12-15,62.65,Product_U3MFF,Delivered,955.1,H0O1L4RI,Not Returned,2023-12-15,Cleared,Event_IK4UB,46.75
V2K9XQTKAT,CC81HU1Q,Land,"V3ES8B0HZJ Street, City, Country",2023-12-15,264.83,Product_NZCR0,Delivered,553.16,8IPC80C5,Not Returned,2023-12-15,Cleared,Event_JBAEQ,33.08
OK8LAEDLQU,NQ4RLH4O,Land,"7PHI17ULXV Street, City, Country",2023-12-10,319.63,Product_4S81B,Delivered,981.02,KK2165AQ,Not Returned,2023-12-15,Pending,Event_T5EVX,45.28
690WXX1BIR,YB4MKXTH,Air,"42WRRVFAGU Street, City, Country",2023-12-10,139.71,Product_5P6EW,Delivered,871.59,O7BNUOZB,Not Returned,2023-12-20,Pending,Event_VJEC2,40.43
Q3XU3ZW3F3,VKOEMW30,Sea,"V4PNJ5AGST Street, City, Country",2023-12-15,206.36,Product_UIV6G,In Transit,693.17,MZMJ5AYB,Returned,2023-12-10,Pending,Event_Y57X2,23.89
2S9BEXTYCL,RWXLELTR,Sea,"97GLTVMDPL Street, City, Country",2023-12-15,293.69,Product_TCDPO,Delivered,624.75,DRPPYK2U,Not Returned,2023-12-20,Pending,Event_VAH61,42.8
PX5IUYMM33,J8YG1MIB,Land,"NNIQWU59SV Street, City, Country",2023-12-15,270.96,Product_F2D7C,Shipped,846.11,WDS8UVSK,Not Returned,2023-12-10,Cleared,Event_NMW2C,13.31
T9WJ9ATOU3,Y92WHHUG,Sea,"J1WF1ECAGM Street, City, Country",2023-12-15,461.93,Product_D84XR,In Transit,294.99,ETHELVUG,Not Returned,2023-12-15,Cleared,Event_IFI3Z,26.6
PVGGQ0UE5U,KVAK9FYP,Land,"V2LETF130W Street, City, Country",2023-12-15,303.2,Product_4STM6,Shipped,214.34,X2FHW4O6,Returned,2023-12-10,Cleared,Event_X42H1,16.63
CUJRNIFIYL,62G8OBW6,Sea,"7Y0O66BD4I Street, City, Country",2023-12-20,77.65,Product_UPYGR,Delivered,933.98,68WQADOH,Returned,2023-12-20,Cleared,Event_XYDU9,43.73
NEOJJRFWOR,QC06CGZ7,Air,"IFK6B7OEFJ Street, City, Country",2023-12-10,223.31,Product_7JXK9,Shipped,609.38,V738AMHK,Not Returned,2023-12-15,Pending,Event_MZ6Q8,16.49
2N1Y8CRW9N,C3EPL9VE,Sea,"1P8O93Z8T7 Street, City, Country",2023-12-10,271.15,Product_XEQ6P,In Transit,423.81,5E1HE910,Not Returned,2023-12-10,Cleared,Event_JH4IH,43.71
B1BTFYE0GD,P1TX1ZIK,Sea,"EOEP419WGP Street, City, Country",2023-12-20,185.57,Product_9KWRS,Delivered,137.57,LBMOWZVI,Not Returned,2023-12-20,Pending,Event_EX3SD,44.73
NACZG4HDM6,DC3R5SRC,Land,"SHDIFV4Y1A Street, City, Country",2023-12-10,269.69,Product_SQL2U,In Transit,826.51,IKJ2TMC6,Returned,2023-12-20,Cleared,Event_QRIHQ,34.22
X47K8ASUXV,IULOT657,Sea,"5GV4JA9GJR Street, City, Country",2023-12-10,148.75,Product_E3ZRQ,Delivered,920.77,ICR54GR3,Not Returned,2023-12-20,Pending,Event_KATYV,48.75
